2025-04-06 14:38:37
世界上最透明的故事（日本出版界話題作，只有紙本書可以體驗的感動）,杉井光,284元,文學小說,https://www.books.com.tw/products/0011001466/7
一日一國家，世界地圖全解讀：每天1分鐘，掌握全球212國！地理位置×歷史脈絡×國際情勢，培養國際觀最佳入門書,井田仁康,363元,人文社科,https://www.books.com.tw/products/0010995109/8
進烤箱的好日子,李佳穎,378元,文學小說,https://www.books.com.tw/products/0010993694/9
餐桌上的臺灣史： 歷經荷蘭、明清、日治到民國，是什麼形塑了臺灣味？你最熟悉的臺菜，「道地」跟你想的不一樣。,鞭神老師（李廼澔）,277元,人文社科,https://www.books.com.tw/products/0010991802/10
吃的營養科學觀,安德爾‧戴維絲,158元,醫療保健,https://www.books.com.tw/products/0010033672/11
魔法抱抱【情緒管理】（理解並安撫孩子的壞情緒）,郭飛飛,196元,童書/青少年文學,https://www.books.com.tw/products/0010945875/12
養心2：泥魔妖的誘惑（首批附贈作者印簽金句扉頁及五悔角色卡）,陳郁如,331元,童書/青少年文學,https://www.books.com.tw/products/0011016959/13
這不是一本畫畫書：每日5分鐘，Hank陪你畫畫專注練習【限量】（附贈「阿貓阿狗」防水貼紙、「有貓也有鴨」明信片組）,Hank,379元,藝術設計,https://www.books.com.tw/products/0011016625/14
瑪麗愛穿什麼就穿什麼,基斯．尼格利,231元,童書/青少年文學,https://www.books.com.tw/products/0010918809/15
高情商媽媽的說話術：薩提爾模式×非暴力溝通，第一本教你將怒氣轉為正向教養力的親子對話指南,金芝惠,217元,親子教養,https://www.books.com.tw/products/0010914081/16
野貓軍團總動員Ⅱ(5冊)(限量贈送野貓軍團便條紙乙只),工藤紀子,1125元,童書/青少年文學,https://www.books.com.tw/products/0010971912/17
顏色妖怪,安娜．耶拿絲,546元,童書/青少年文學,https://www.books.com.tw/products/0010788449/18
動物洗澡小書：可愛動物洗澎澎,風車編輯部,126元,童書/青少年文學,https://www.books.com.tw/products/0010997857/19
逆思維：華頓商學院最具影響力的教授，突破人生盲點的全局思考,亞當．格蘭特,331元,商業理財,https://www.books.com.tw/products/0010928118/20
人體解剖套書 新修版：《人體解剖全書 第三版》＋《人體運動解剖全書 新修版》兩冊合售,安德魯．貝爾,1386元,醫療保健,https://www.books.com.tw/products/0010936432/21
小老百姓的戰場行動守則,"S&T OUTCOMES, 川口拓",231元,人文社科,https://www.books.com.tw/products/0010868410/22
富爸爸，窮爸爸【25週年紀念版】,羅勃特．T．清崎,331元,商業理財,https://www.books.com.tw/products/0010935466/23
投資金律（新版）：建立必勝投資組合的四大關鍵和十八堂必修課,威廉．伯恩斯坦,410元,商業理財,https://www.books.com.tw/products/0010980562/24
愛因斯坦的夢,艾倫．萊特曼,262元,文學小說,https://www.books.com.tw/products/0010971277/25
科學實證 人人適用：百變211 終極瘦身密碼,宋晏仁,395元,醫療保健,https://www.books.com.tw/products/0010967689/26
高盛首席分析師教你看懂進場的訊號：洞悉市場週期，贏在長期好買賣,彼得．C．奧本海默,280元,商業理財,https://www.books.com.tw/products/0010893904/27
刻在心迪：冼迪琦寫真（隨書加贈：珍藏海報兩款隨機一款）,冼迪琦,513元,影視偶像,https://www.books.com.tw/products/0011015598/28
黎明破曉的街道【事後清晨版】：東野圭吾筆下的「外遇」！,東野圭吾,331元,文學小說,https://www.books.com.tw/products/0011017845/29
生成式AI一本搞定：最強AI工具整合運用手冊，讓你憑空多出十雙手，從研發到行銷一人搞定,謝孟諺（Mr.GoGo）,263元,電腦資訊,https://www.books.com.tw/products/0010992705/30
FOOD超人小手點讀台灣地圖百科,風車編輯部,429元,童書/青少年文學,https://www.books.com.tw/products/0010971290/31
創意，從計畫開始：最重要卻沒有人會教你的工作計畫教科書,水野學,211元,商業理財,https://www.books.com.tw/products/0010845720/32
破解國中英文文法 英文弱點從這本救起【書+電腦互動學習軟體（含朗讀MP3）】,LiveABC編輯群,315元,國中小參考書,https://www.books.com.tw/products/0010971058/33
別對每件事都有反應2：不執著的練習,枡野俊明,260元,心理勵志,https://www.books.com.tw/products/0011011868/34
紅豆綠豆碰：迷路的作業簿,康軒編輯群,237元,童書/青少年文學,https://www.books.com.tw/products/0011010127/35
兒童古典文學1～4冊系列套書(典藏版) (含：三國演義、紅樓夢、水滸傳、西遊記),"羅貫中,曹雪芹,吳承恩,施耐庵,莊典亮",1058元,童書/青少年文學,https://www.books.com.tw/products/0010957561/36
祕密派對,勵馨基金會,535元,童書/青少年文學,https://www.books.com.tw/products/0010879205/37
你的人生，他們六個說了算！：決定你一生的六種物質,大衛．JP．菲利浦斯,284元,心理勵志,https://www.books.com.tw/products/0011009311/38
稻盛和夫  心（暢銷紀念版）：人生皆為自心映照,稻盛和夫,379元,商業理財,https://www.books.com.tw/products/0011009137/39
UX 互動設計聖經：提升互動體驗的 100 個 UX 設計法則,Irene Pereyra,497元,電腦資訊,https://www.books.com.tw/products/0011008886/40
野貓軍團壽司店（二版）,工藤紀子,237元,童書/青少年文學,https://www.books.com.tw/products/0011006773/41
生命中最大的寶藏就是你自己Stand by Yourself,曾寶儀,331元,心理勵志,https://www.books.com.tw/products/0011003707/42
野貓軍團烤麵包（二版）,工藤紀子,237元,童書/青少年文學,https://www.books.com.tw/products/0010998643/43
超有料！職場第一實用的 AI 工作術：用對工具讓生產力全面進化！,施威銘研究室,473元,電腦資訊,https://www.books.com.tw/products/0010996613/44
長期買進：財金教授周冠男的42堂自制力投資課,周冠男,355元,商業理財,https://www.books.com.tw/products/0010996040/45
情緒大飯店,莉迪亞．布蘭科維琪,276元,童書/青少年文學,https://www.books.com.tw/products/0010985365/46
野貓軍團飛上天(二版),工藤紀子,237元,童書/青少年文學,https://www.books.com.tw/products/0010981762/47
持續買進：資料科學家的投資終極解答，存錢及致富的實證方法,尼克．馬朱利,316元,商業理財,https://www.books.com.tw/products/0010957881/48
底層邏輯：看清這個世界的底牌,劉潤,316元,商業理財,https://www.books.com.tw/products/0010919211/49
TRY！日本語N3達陣：從日檢文法展開全方位學習（「聽見眾文」APP免費聆聽）,ABK 公益財団法人アジア学生文化協会,323元,語言學習,https://www.books.com.tw/products/0010881936/50
2025-04-07 01:16:15
書名,作者,價格,分類,連結
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動(親筆簽名書),杉井光,284元,文學小說,https://www.books.com.tw/products/0011018240/1
全新！新制多益TOEIC試題滿分一本通：6回完整試題＋詳解，掌握最新命題趨勢，一本搞定新制多益測驗！（附雙書裝＋2 MP3光碟＋音檔下載QR碼）,Hackers Academia,631元,語言學習,https://www.books.com.tw/products/0010944463/2
神奇劇本寫作祕笈：故事女王教你變身創作奇才【附小小劇本奇才練習冊】,許伯琴,331元,童書/青少年文學,https://www.books.com.tw/products/0011016677/3
全新制50次多益滿分的怪物講師TOEIC閱讀／聽力攻略【網路獨家套書】（4書 + 1CD + 防水書套）,"鄭相虎,金映權",922元,語言學習,https://www.books.com.tw/products/0010794931/4
回家：在社區得到復健與支持，精神病患也能安居樂業。當生活過得好，生病又如何？,陳芳珮,331元,人文社科,https://www.books.com.tw/products/0010998389/5
西遊記【注音版】,吳承恩,139元,童書/青少年文學,https://www.books.com.tw/products/0010435703/6
袖珍動物園：探索臺灣大冒險（3）（限量臺灣地理大挑戰翻翻卡）,玉山故事館（張毓珊）,284元,童書/青少年文學,https://www.books.com.tw/products/0011018127/7
如果歷史是一群喵(15)：大清風雲篇【萌貓漫畫學歷史】,肥志,387元,人文社科,https://www.books.com.tw/products/0011017641/8
寫後銷毀[原創版]：沒有其他人的時候，你可以對自己多誠實？,雪倫‧瓊斯,197元,心理勵志,https://www.books.com.tw/products/0010952540/9
NEW全彩世界歷史大事紀對照年表,小熊出版編輯部,165元,童書/青少年文學,https://www.books.com.tw/products/0010772514/10
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動,杉井光,284元,文學小說,https://www.books.com.tw/products/0011018239/11
天選．矽島：川普風暴下的科技島,黃欽勇,355元,商業理財,https://www.books.com.tw/products/0011015760/12
6分鐘日記的魔法：最簡單的書寫，改變你的一生【1書+1日記本】,多明尼克．斯賓斯特,284元,心理勵志,https://www.books.com.tw/products/0010802202/13
一起刷刷牙！（二版）,和田琴美,160元,童書/青少年文學,https://www.books.com.tw/products/0010832175/14
歐．亨利短篇小說 Short Stories of O. Henry【Grade 4經典文學讀本】二版（25K+1MP3）,"歐．亨利,Brian J. Stuart",243元,語言學習,https://www.books.com.tw/products/0010830425/15
可燃物【橫掃日本推理小說排行榜，年度最強三冠王！】,米澤穗信,284元,文學小說,https://www.books.com.tw/products/0011017337/16
納瓦爾寶典珍藏版：從白手起家到財務自由，矽谷傳奇創投家的投資哲學與人生智慧,艾瑞克．喬根森,355元,商業理財,https://www.books.com.tw/products/0011012422/17
世界上最透明的故事（日本出版界話題作，只有紙本書可以體驗的感動）,杉井光,284元,文學小說,https://www.books.com.tw/products/0011001466/18
武學世家的兒女‧漩能量：21+當代太極 潘靖太極螺旋13式,潘靖,394元,生活風格,https://www.books.com.tw/products/0011015621/19
波西傑克森7：女神之怒（首批限定贈‧酷黑金屬書籤夾）,雷克‧萊爾頓,331元,童書/青少年文學,https://www.books.com.tw/products/0011016962/20
扛起來，就是你的！：有擔當才有機會！提升職場力的不敗工作術,維琪（Vicky）,224元,商業理財,https://www.books.com.tw/products/0010906186/21
連結：從石器時代到AI紀元,哈拉瑞,462元,人文社科,https://www.books.com.tw/products/0010998848/22
養心2：泥魔妖的誘惑（首批附贈作者印簽金句扉頁及五悔角色卡）,陳郁如,331元,童書/青少年文學,https://www.books.com.tw/products/0011016959/23
第二堂人生國文課：以文字為燈，一場國文課的溫柔革命【作者限量親簽+燙金書籤】,羊咩老師,300元,文學小說,https://www.books.com.tw/products/0011016984/24
繪本工作細胞6天降奇兵！乳酸菌與害菌大亂鬥,"清水茜,牧村久實",276元,童書/青少年文學,https://www.books.com.tw/products/0011016691/25
死神放長假,喬賽．薩拉馬戈,315元,文學小說,https://www.books.com.tw/products/0010952740/26
殺死少女的100種方法,白井智之,316元,文學小說,https://www.books.com.tw/products/0011015856/27
影子馬戲團,莉迪亞．布蘭科維琪,276元,童書/青少年文學,https://www.books.com.tw/products/0011011226/28
最新！新制多益TOEIC聽力／閱讀題庫解析【博客來獨家套書】：最新收錄精準 10 回模擬試題！完整反映命題趨勢、大幅提升應考能力！（附2 MP3光碟＋音檔下載QR碼）,Hackers Academia,1232元,語言學習,https://www.books.com.tw/products/0010994781/29
查核心法：經營管理的失落環節 風險與效益間的稽核實戰,蔣永寵,474元,商業理財,https://www.books.com.tw/products/0010938770/30
福爾摩斯凱旋歸來【限量隨書贈「京都名偵探」雙面人形書籤】,森見登美彥,363元,文學小說,https://www.books.com.tw/products/0011016794/31
我是怪異，你是怪物,白井智之,316元,文學小說,https://www.books.com.tw/products/0011015857/32
蛤蟆先生去看心理師（暢銷300萬冊！英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組）,羅伯．狄保德,316元,心理勵志,https://www.books.com.tw/products/0010914794/33
殺手同盟：亞馬遜推理類編輯選書！入圍全球最大書評網站Goodreads讀者票選年度最佳推理驚悚小說，逾兩萬三千則★★★★★書評狂推！,蒂安娜．芮柏恩,339元,文學小說,https://www.books.com.tw/products/0011017660/34
吃錯了，當然會生病④修復粒線體，發炎不失控：根治慢性病的全方位自然療法,陳俊旭,331元,醫療保健,https://www.books.com.tw/products/0011013567/35
希臘羅馬神話漫畫29：浩劫重生,朴始連,308元,童書/青少年文學,https://www.books.com.tw/products/0011016355/36
寐熊行動：美國犯罪小說讀者季刊Deadly Pleasures頒發最佳處女作獎！驚悚小說天后泰絲．格里森Tess Gerritsen盛讚推薦！,康納．沙利文,473元,文學小說,https://www.books.com.tw/products/0011015578/37
鱷魚之淚：第168屆 直木賞入圍作！引爆日本書店店員驚豔讚嘆！《檢方的罪人》、《鄰居》雫井脩介終極懸疑推理小說,雫井脩介,315元,文學小說,https://www.books.com.tw/products/0011015347/38
淬煉夢想：金牌教練曾自強拳力以赴的堅持與革命【限量簽名版】,曾自強,355元,生活風格,https://www.books.com.tw/products/0011018231/39
淬煉夢想：金牌教練曾自強拳力以赴的堅持與革命,曾自強,355元,生活風格,https://www.books.com.tw/products/0011018227/40
公平競爭的守門人（《前男友的遺書》作者另類職場特搜話題作）,新川帆立,331元,文學小說,https://www.books.com.tw/products/0011016064/41
死亡與奇術師（歐美密室推理復興新作，特裝設計「解謎篇」機密袋封）,湯姆‧米德,331元,文學小說,https://www.books.com.tw/products/0011016781/42
藏傳密續的真相：轉欲望為智慧大樂道,圖敦‧耶喜喇嘛,276元,宗教命理,https://www.books.com.tw/products/0011016993/43
二十世紀最偉大的女伏藏師──色拉康卓自傳,色拉康卓,474元,宗教命理,https://www.books.com.tw/products/0011015937/44
日煉者（邪惡奇幻天才大神超凡驚豔震撼全球祕密計畫，限量典藏豪華全彩精裝版，隨書附贈燙金藏書票「日照倖存的男人」）,布蘭登．山德森,552元,文學小說,https://www.books.com.tw/products/0011012991/45
北港香爐人人插（25週年增訂新版）【限量簽名版】,李昂,300元,文學小說,https://www.books.com.tw/products/0010967629/46
江湖夜雨十年燈 四,關心則亂,237元,文學小說,https://www.books.com.tw/products/0011016661/47
養心1：消失的生死玦（2025全新紀念版，限量附贈晨欣角色卡）,陳郁如,300元,童書/青少年文學,https://www.books.com.tw/products/0011016957/48
課本中消失的文學生命與千古追求：一○八課綱中的文化缺席,區桂芝,284元,文學小說,https://www.books.com.tw/products/0011011085/49
腎臟求救中：真希望40歲之前洪永祥醫師就告訴我這些事,洪永祥,379元,醫療保健,https://www.books.com.tw/products/0011006704/50
2025-04-07 02:22:42
書名,作者,價格,分類,連結
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動(親筆簽名書),杉井光,284元,文學小說,https://www.books.com.tw/products/0011018240/1
全新！新制多益TOEIC試題滿分一本通：6回完整試題＋詳解，掌握最新命題趨勢，一本搞定新制多益測驗！（附雙書裝＋2 MP3光碟＋音檔下載QR碼）,Hackers Academia,631元,語言學習,https://www.books.com.tw/products/0010944463/2
全新制50次多益滿分的怪物講師TOEIC閱讀／聽力攻略【網路獨家套書】（4書 + 1CD + 防水書套）,"鄭相虎,金映權",922元,語言學習,https://www.books.com.tw/products/0010794931/3
最新！新制多益TOEIC聽力／閱讀題庫解析【博客來獨家套書】：最新收錄精準 10 回模擬試題！完整反映命題趨勢、大幅提升應考能力！（附2 MP3光碟＋音檔下載QR碼）,Hackers Academia,1232元,語言學習,https://www.books.com.tw/products/0010994781/4
神奇劇本寫作祕笈：故事女王教你變身創作奇才【附小小劇本奇才練習冊】,許伯琴,331元,童書/青少年文學,https://www.books.com.tw/products/0011016677/5
回家：在社區得到復健與支持，精神病患也能安居樂業。當生活過得好，生病又如何？,陳芳珮,331元,人文社科,https://www.books.com.tw/products/0010998389/6
最新！新制多益TOEIC閱讀題庫解析：最新收錄精準 10 回模擬試題！每月進場實測分析、完整傳授答題技巧，黃金證書手到擒來！（雙書裝＋單字音檔下載QR碼）,Hackers Academia,695元,語言學習,https://www.books.com.tw/products/0010992759/7
西遊記【注音版】,吳承恩,139元,童書/青少年文學,https://www.books.com.tw/products/0010435703/8
如果歷史是一群喵(15)：大清風雲篇【萌貓漫畫學歷史】,肥志,387元,人文社科,https://www.books.com.tw/products/0011017641/9
袖珍動物園：探索臺灣大冒險（3）（限量臺灣地理大挑戰翻翻卡）,玉山故事館（張毓珊）,284元,童書/青少年文學,https://www.books.com.tw/products/0011018127/10
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動,杉井光,284元,文學小說,https://www.books.com.tw/products/0011018239/11
天選．矽島：川普風暴下的科技島,黃欽勇,355元,商業理財,https://www.books.com.tw/products/0011015760/12
寫後銷毀[原創版]：沒有其他人的時候，你可以對自己多誠實？,雪倫‧瓊斯,197元,心理勵志,https://www.books.com.tw/products/0010952540/13
NEW全彩世界歷史大事紀對照年表,小熊出版編輯部,165元,童書/青少年文學,https://www.books.com.tw/products/0010772514/14
世界上最透明的故事（日本出版界話題作，只有紙本書可以體驗的感動）,杉井光,284元,文學小說,https://www.books.com.tw/products/0011001466/15
全新制20次多益滿分的怪物講師TOEIC多益單字+文法【隨身版】(附文法教學影片+「Youtor App」內含VRP虛擬點讀筆+防水書套),怪物講師教學團隊（台灣）,315元,語言學習,https://www.books.com.tw/products/0010931739/16
可燃物【橫掃日本推理小說排行榜，年度最強三冠王！】,米澤穗信,284元,文學小說,https://www.books.com.tw/products/0011017337/17
擁抱停頓：焦慮世代，用自己的節奏，實現自我,"陳法憲,翟厚翔,鄭彥麒",276元,心理勵志,https://www.books.com.tw/products/0010971387/18
吃錯了，當然會生病④修復粒線體，發炎不失控：根治慢性病的全方位自然療法,陳俊旭,331元,醫療保健,https://www.books.com.tw/products/0011013567/19
連結：從石器時代到AI紀元,哈拉瑞,462元,人文社科,https://www.books.com.tw/products/0010998848/20
納瓦爾寶典珍藏版：從白手起家到財務自由，矽谷傳奇創投家的投資哲學與人生智慧,艾瑞克．喬根森,355元,商業理財,https://www.books.com.tw/products/0011012422/21
6分鐘日記的魔法：最簡單的書寫，改變你的一生【1書+1日記本】,多明尼克．斯賓斯特,284元,心理勵志,https://www.books.com.tw/products/0010802202/22
一起刷刷牙！（二版）,和田琴美,160元,童書/青少年文學,https://www.books.com.tw/products/0010832175/23
歐．亨利短篇小說 Short Stories of O. Henry【Grade 4經典文學讀本】二版（25K+1MP3）,"歐．亨利,Brian J. Stuart",243元,語言學習,https://www.books.com.tw/products/0010830425/24
波西傑克森7：女神之怒（首批限定贈‧酷黑金屬書籤夾）,雷克‧萊爾頓,331元,童書/青少年文學,https://www.books.com.tw/products/0011016962/25
全新！新制多益TOEIC單字＋聽力＋閱讀 題庫大全【博客來獨家套書】：最完備、全面的新制多益學習套書（附2 MP3＋互動式聽力答題訓練光碟＋音檔下載QR碼）,David Cho,1490元,語言學習,https://www.books.com.tw/products/0010930450/26
養心2：泥魔妖的誘惑（首批附贈作者印簽金句扉頁及五悔角色卡）,陳郁如,331元,童書/青少年文學,https://www.books.com.tw/products/0011016959/27
繪本工作細胞6天降奇兵！乳酸菌與害菌大亂鬥,"清水茜,牧村久實",276元,童書/青少年文學,https://www.books.com.tw/products/0011016691/28
TOEIC®測驗核心單字書,ETS®,621元,語言學習,https://www.books.com.tw/products/0010925953/29
扛起來，就是你的！：有擔當才有機會！提升職場力的不敗工作術,維琪（Vicky）,224元,商業理財,https://www.books.com.tw/products/0010906186/30
遊戲治療：建立關係的藝術,"Garry L. Landreth,自然就好心理諮商所",428元,心理勵志,https://www.books.com.tw/products/0010656233/31
第二堂人生國文課：以文字為燈，一場國文課的溫柔革命【作者限量親簽+燙金書籤】,羊咩老師,300元,文學小說,https://www.books.com.tw/products/0011016984/32
中道【贈品限量版】：未來的靈性道路,楊定一,395元,宗教命理,https://www.books.com.tw/products/0011015335/33
死神放長假,喬賽．薩拉馬戈,315元,文學小說,https://www.books.com.tw/products/0010952740/34
死亡與奇術師（歐美密室推理復興新作，特裝設計「解謎篇」機密袋封）,湯姆‧米德,331元,文學小說,https://www.books.com.tw/products/0011016781/35
福爾摩斯凱旋歸來【限量隨書贈「京都名偵探」雙面人形書籤】,森見登美彥,363元,文學小說,https://www.books.com.tw/products/0011016794/36
武學世家的兒女‧漩能量：21+當代太極 潘靖太極螺旋13式,潘靖,394元,生活風格,https://www.books.com.tw/products/0011015621/37
殺死少女的100種方法,白井智之,316元,文學小說,https://www.books.com.tw/products/0011015856/38
經濟評論家父親給兒子的一封信：關於金錢、人生與幸福,山崎元,276元,商業理財,https://www.books.com.tw/products/0011014595/39
蛤蟆先生去看心理師（暢銷300萬冊！英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組）,羅伯．狄保德,316元,心理勵志,https://www.books.com.tw/products/0010914794/40
希臘羅馬神話漫畫29：浩劫重生,朴始連,308元,童書/青少年文學,https://www.books.com.tw/products/0011016355/41
影子馬戲團,莉迪亞．布蘭科維琪,276元,童書/青少年文學,https://www.books.com.tw/products/0011011226/42
查核心法：經營管理的失落環節 風險與效益間的稽核實戰,蔣永寵,474元,商業理財,https://www.books.com.tw/products/0010938770/43
淬煉夢想：金牌教練曾自強拳力以赴的堅持與革命【限量簽名版】,曾自強,355元,生活風格,https://www.books.com.tw/products/0011018231/44
淬煉夢想：金牌教練曾自強拳力以赴的堅持與革命,曾自強,355元,生活風格,https://www.books.com.tw/products/0011018227/45
極致嚴選  拉麵名店的構想與調理法：湯頭╳麵條╳調味醬╳風味油╳食材,旭屋出版編輯部,379元,飲食,https://www.books.com.tw/products/0011017009/46
藏傳密續的真相：轉欲望為智慧大樂道,圖敦‧耶喜喇嘛,276元,宗教命理,https://www.books.com.tw/products/0011016993/47
日煉者（邪惡奇幻天才大神超凡驚豔震撼全球祕密計畫，限量典藏豪華全彩精裝版，隨書附贈燙金藏書票「日照倖存的男人」）,布蘭登．山德森,552元,文學小說,https://www.books.com.tw/products/0011012991/48
我是怪異，你是怪物,白井智之,316元,文學小說,https://www.books.com.tw/products/0011015857/49
神奇柑仔店系列：招財貓的每一天（首刷限量贈送三款喵喵納福小卡）,廣嶋玲子,284元,童書/青少年文學,https://www.books.com.tw/products/0011008485/50
2025-04-07 03:15:14
書名,作者,價格,分類,連結
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動(親筆簽名書),杉井光,284元,文學小說,https://www.books.com.tw/products/0011018240/1
全新！新制多益TOEIC試題滿分一本通：6回完整試題＋詳解，掌握最新命題趨勢，一本搞定新制多益測驗！（附雙書裝＋2 MP3光碟＋音檔下載QR碼）,Hackers Academia,631元,語言學習,https://www.books.com.tw/products/0010944463/2
全新制50次多益滿分的怪物講師TOEIC閱讀／聽力攻略【網路獨家套書】（4書 + 1CD + 防水書套）,"鄭相虎,金映權",922元,語言學習,https://www.books.com.tw/products/0010794931/3
最新！新制多益TOEIC聽力／閱讀題庫解析【博客來獨家套書】：最新收錄精準 10 回模擬試題！完整反映命題趨勢、大幅提升應考能力！（附2 MP3光碟＋音檔下載QR碼）,Hackers Academia,1232元,語言學習,https://www.books.com.tw/products/0010994781/4
神奇劇本寫作祕笈：故事女王教你變身創作奇才【附小小劇本奇才練習冊】,許伯琴,331元,童書/青少年文學,https://www.books.com.tw/products/0011016677/5
回家：在社區得到復健與支持，精神病患也能安居樂業。當生活過得好，生病又如何？,陳芳珮,331元,人文社科,https://www.books.com.tw/products/0010998389/6
最新！新制多益TOEIC閱讀題庫解析：最新收錄精準 10 回模擬試題！每月進場實測分析、完整傳授答題技巧，黃金證書手到擒來！（雙書裝＋單字音檔下載QR碼）,Hackers Academia,695元,語言學習,https://www.books.com.tw/products/0010992759/7
西遊記【注音版】,吳承恩,139元,童書/青少年文學,https://www.books.com.tw/products/0010435703/8
如果歷史是一群喵(15)：大清風雲篇【萌貓漫畫學歷史】,肥志,387元,人文社科,https://www.books.com.tw/products/0011017641/9
袖珍動物園：探索臺灣大冒險（3）（限量臺灣地理大挑戰翻翻卡）,玉山故事館（張毓珊）,284元,童書/青少年文學,https://www.books.com.tw/products/0011018127/10
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動,杉井光,284元,文學小說,https://www.books.com.tw/products/0011018239/11
天選．矽島：川普風暴下的科技島,黃欽勇,355元,商業理財,https://www.books.com.tw/products/0011015760/12
可燃物【橫掃日本推理小說排行榜，年度最強三冠王！】,米澤穗信,284元,文學小說,https://www.books.com.tw/products/0011017337/13
納瓦爾寶典珍藏版：從白手起家到財務自由，矽谷傳奇創投家的投資哲學與人生智慧,艾瑞克．喬根森,355元,商業理財,https://www.books.com.tw/products/0011012422/14
世界上最透明的故事（日本出版界話題作，只有紙本書可以體驗的感動）,杉井光,284元,文學小說,https://www.books.com.tw/products/0011001466/15
寫後銷毀[原創版]：沒有其他人的時候，你可以對自己多誠實？,雪倫‧瓊斯,197元,心理勵志,https://www.books.com.tw/products/0010952540/16
波西傑克森7：女神之怒（首批限定贈‧酷黑金屬書籤夾）,雷克‧萊爾頓,331元,童書/青少年文學,https://www.books.com.tw/products/0011016962/17
NEW全彩世界歷史大事紀對照年表,小熊出版編輯部,165元,童書/青少年文學,https://www.books.com.tw/products/0010772514/18
連結：從石器時代到AI紀元,哈拉瑞,462元,人文社科,https://www.books.com.tw/products/0010998848/19
全新制20次多益滿分的怪物講師TOEIC多益單字+文法【隨身版】(附文法教學影片+「Youtor App」內含VRP虛擬點讀筆+防水書套),怪物講師教學團隊（台灣）,315元,語言學習,https://www.books.com.tw/products/0010931739/20
吃錯了，當然會生病④修復粒線體，發炎不失控：根治慢性病的全方位自然療法,陳俊旭,331元,醫療保健,https://www.books.com.tw/products/0011013567/21
擁抱停頓：焦慮世代，用自己的節奏，實現自我,"陳法憲,翟厚翔,鄭彥麒",276元,心理勵志,https://www.books.com.tw/products/0010971387/22
6分鐘日記的魔法：最簡單的書寫，改變你的一生【1書+1日記本】,多明尼克．斯賓斯特,284元,心理勵志,https://www.books.com.tw/products/0010802202/23
一起刷刷牙！（二版）,和田琴美,160元,童書/青少年文學,https://www.books.com.tw/products/0010832175/24
歐．亨利短篇小說 Short Stories of O. Henry【Grade 4經典文學讀本】二版（25K+1MP3）,"歐．亨利,Brian J. Stuart",243元,語言學習,https://www.books.com.tw/products/0010830425/25
全新！新制多益TOEIC單字＋聽力＋閱讀 題庫大全【博客來獨家套書】：最完備、全面的新制多益學習套書（附2 MP3＋互動式聽力答題訓練光碟＋音檔下載QR碼）,David Cho,1490元,語言學習,https://www.books.com.tw/products/0010930450/26
養心2：泥魔妖的誘惑（首批附贈作者印簽金句扉頁及五悔角色卡）,陳郁如,331元,童書/青少年文學,https://www.books.com.tw/products/0011016959/27
繪本工作細胞6天降奇兵！乳酸菌與害菌大亂鬥,"清水茜,牧村久實",276元,童書/青少年文學,https://www.books.com.tw/products/0011016691/28
第二堂人生國文課：以文字為燈，一場國文課的溫柔革命【作者限量親簽+燙金書籤】,羊咩老師,300元,文學小說,https://www.books.com.tw/products/0011016984/29
TOEIC®測驗核心單字書,ETS®,621元,語言學習,https://www.books.com.tw/products/0010925953/30
扛起來，就是你的！：有擔當才有機會！提升職場力的不敗工作術,維琪（Vicky）,224元,商業理財,https://www.books.com.tw/products/0010906186/31
遊戲治療：建立關係的藝術,"Garry L. Landreth,自然就好心理諮商所",428元,心理勵志,https://www.books.com.tw/products/0010656233/32
中道【贈品限量版】：未來的靈性道路,楊定一,395元,宗教命理,https://www.books.com.tw/products/0011015335/33
蛤蟆先生去看心理師（暢銷300萬冊！英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組）,羅伯．狄保德,316元,心理勵志,https://www.books.com.tw/products/0010914794/34
死神放長假,喬賽．薩拉馬戈,315元,文學小說,https://www.books.com.tw/products/0010952740/35
東京角落美食：屬於今天的滋味【限量親簽版】（系列暢銷突破26萬冊，電擊小說大賞等5項文學賞得主的極品系列第一集！）,成田名璃子,300元,文學小說,https://www.books.com.tw/products/0011017156/36
鱷魚之淚：第168屆 直木賞入圍作！引爆日本書店店員驚豔讚嘆！《檢方的罪人》、《鄰居》雫井脩介終極懸疑推理小說,雫井脩介,315元,文學小說,https://www.books.com.tw/products/0011015347/37
死亡與奇術師（歐美密室推理復興新作，特裝設計「解謎篇」機密袋封）,湯姆‧米德,331元,文學小說,https://www.books.com.tw/products/0011016781/38
福爾摩斯凱旋歸來【限量隨書贈「京都名偵探」雙面人形書籤】,森見登美彥,363元,文學小說,https://www.books.com.tw/products/0011016794/39
武學世家的兒女‧漩能量：21+當代太極 潘靖太極螺旋13式,潘靖,394元,生活風格,https://www.books.com.tw/products/0011015621/40
